id,code,comment,label,GeneratedComment,BERTScore
10,"private void initConnection() throws AdeException {
  if (!dbPropertiesInitialized) {
    throw new AdeInternalException(""DB configuration is undefined."");
  }
  mLogger.debug(""Loading driver "" + dbDriver);
  try {
    Class.forName(dbDriver);
  }
 catch (  ClassNotFoundException e) {
    throw new AdeInternalException(""Loading driver failed."",e);
  }
  mLogger.debug(""Connecting to database "" + dbURL);
  try {
    if (dbUserName == null || dbUserPassword == null) {
      dbConnection=DriverManager.getConnection(dbURL);
    }
 else {
      dbConnection=DriverManager.getConnection(dbURL,dbUserName,dbUserPassword);
    }
  }
 catch (  SQLException e) {
    throw new AdeInternalException(""Failed obtaining connection."",e);
  }
catch (  Throwable t) {
    throw new AdeInternalException(""Failed obtaining connection."",t);
  }
}
",initializes a connection object .,what,// Initializes the database connection using specified properties and driver.,0.8751766085624695
11,"public static void startServices(ServiceHost host,Class... services) throws InstantiationException, IllegalAccessException {
  checkArgument(services != null,""services cannot be null"");
  for (  Class service : services) {
    startService(host,service);
  }
}
",starts the list of services on the host .,what,// Initializes and starts the specified services on the given host.,0.8793866038322449
12,"	public String rawFormat() {
		return name + "" "" + getID();
	}
",function returns the raw string representation of this object,property,// Returns the raw format of the object as a concatenation of name and ID.,0.9027068018913269
13,"private String showPrompt(String prompt) {
        verifySystemOut();
        cursorMove = 0;
        if (!userInputActive) {
            return readLine(prompt, false);
        }

        out.print(prompt);
        out.flush();
        return null;
    }",shows the prompt to request user input .,why,// Displays a prompt to the user and reads input if not currently active.,0.8862619400024414
14,"					protected void handleFailure(ACLMessage failure) {
						if (failure.getSender().equals(myAgent.getAMS())) {
							// FAILURE notification from the JADE runtime: the receiver
							// does not exist
							print(""Responder does not exist"");
						}
						else {
							budget += reserved;
							print(""Agent ""+failure.getSender().getName()+"" failed. Rolled back budget."");
						}
						// Immediate failure --> we will not receive a response from this agent
						nResponders --;
					}
",handle failures e g in case the product is not available anymore,property,// Handles failure notifications from agents and updates the budget accordingly.,0.8606429100036621
15,"public String generateCreate(String table) throws DatabaseException {
  StringBuffer result=new StringBuffer();
  try {
    StringBuffer sql=new StringBuffer();
    sql.append(""SELECT * FROM "");
    sql.append(table);
    ResultSet rs=executeQuery(sql.toString());
    ResultSetMetaData md=rs.getMetaData();
    result.append(""CREATE TABLE "");
    result.append(table);
    result.append("" ( "");
    for (int i=1; i <= md.getColumnCount(); i++) {
      if (i != 1) {
        result.append(',');
      }
      result.append(md.getColumnName(i));
      result.append(' ');
      String type=processType(md.getColumnTypeName(i),md.getPrecision(i));
      result.append(type);
    }
    result.append("" ) "");
    rs.close();
  }
 catch (  SQLException e) {
    throw (new DatabaseException(e));
  }
  return result.toString();
}
",generate the create statement to create the specified table .,why,// Generates a SQL CREATE TABLE statement based on the metadata of an existing table.,0.8809073567390442
16,"private AbstractInvocation dequeue() {
    if (TraceComponent.isAnyTracingEnabled() && tc.isEntryEnabled()) SibTr.entry(this, tc, ""dequeue"");

    AbstractInvocation invocation;

    synchronized (barrier) {
      invocation = queue.remove(0);
    }

    if (TraceComponent.isAnyTracingEnabled() && tc.isEntryEnabled()) SibTr.exit(this, tc, ""dequeue"", invocation);
    return invocation;
  }",dequeue an invocation by removing it from the front of the queue,how-it-is-done,// Removes and returns the first invocation from the queue while ensuring thread safety and tracing.,0.8907533884048462
17,"public TrieNode(TrieNode predecessor,Map<Symbol,Integer> label2idMap,List<Symbol> labels){
  this.backPointer=predecessor;
}
",this constructs a trienode and specifies its predecessor .,how-it-is-done,// Initializes a TrieNode with a reference to its predecessor node.,0.8794676065444946
18,"public Class defineClass() {
        byte[] bytes;
        try {
            ByteArrayOutputStream bout = new ByteArrayOutputStream();
            writeTo(bout);
            bytes = bout.toByteArray();
        } catch (IOException e) {
            InternalError ie = new InternalError(e.toString());
            ie.initCause(e);
            throw ie;
        }

        if (DEBUG) {
            File file = new File(getClassName().replace('.', '/') + "".class"");
            try {
                File tempDir = new File(System.getProperty(""java.io.tmpdir""));
                file = new File(tempDir, file.getPath());
            } catch (SecurityException e) {
            }
            try {
                file.getParentFile().mkdirs();
                System.out.println(""RuntimeClassFile writing to "" + file);
                OutputStream out = new FileOutputStream(file);
                out.write(bytes);
                out.close();
            } catch (Exception e) {
                e.printStackTrace();
            }
        }

        return mLoader.define(getClassName(), bytes);
    }",finishes the class definition .,what,// Generates a class definition from bytecode and optionally writes it to a temporary file for debugging.,0.8708116412162781
19,"private static int writeSize(List<? extends OffsettedItem> items){
  OffsettedItem first=items.get(0);
  return (items.size() * first.writeSize()) + getAlignment(items);
}
",calculates the write size for the given list .,why,"// Calculate total size for writing items, including alignment adjustments.",0.8859724998474121
20,"    public void picked(Class source, Object messageData, Vector3f origin, Vector3f direction, PickInfo results) {
        System.out.println(this + "" Name: "" + getName() + "" picked! by "" + source + "" : "" + messageData);
    }
",callback on being picked,how-to-use,// Call this method to log a pick event with source information and message details.,0.8317188024520874
21,"	public void applyRenderKit () {
		if (this.renderKit != null) {
			Gracelets.getGraceletsContext().setSpecifiedRenderKitId(this.renderKit.getName());
		}
	}
",if a render kit was defined make it the current render kit,how-it-is-done,// Sets the specified RenderKit ID in the context if a valid RenderKit is available.,0.8730431199073792
22,"private static boolean isDataTypeSetPrecisely(Element bindNode){
  String type=bindNode.getAttributeValue(null,ATTRIBUTE_TYPE);
  if (type != null && !type.equalsIgnoreCase(DATA_TYPE_TEXT))   return true;
  return false;
}
",checks if the xforms data type is set to any value other than text .,what,"// Check if the bindNode's data type is set to a value other than ""text"".",0.9279093742370605
23,"	protected long getAskVolumeAtPrice(double price){
		long volume = 0;
		//Returns zero immediately if there is no order at this price or the book is empty
		for(Order order : askLimitOrders){
			if(order.getPrice() == price)
				volume += order.getOpenQuantity();
			if(order.getPrice() > price)
				break;
		}
		return volume;
	}
",get this instruments ask volume at specific price,what,// Calculates the total ask volume at a specified price from the order book.,0.8710995316505432
24,"public Matrix4x3d identity() {
        if ((properties & PROPERTY_IDENTITY) != 0)
            return this;
        m00 = 1.0;
        m01 = 0.0;
        m02 = 0.0;
        m10 = 0.0;
        m11 = 1.0;
        m12 = 0.0;
        m20 = 0.0;
        m21 = 0.0;
        m22 = 1.0;
        m30 = 0.0;
        m31 = 0.0;
        m32 = 0.0;
        properties = PROPERTY_IDENTITY | PROPERTY_TRANSLATION | PROPERTY_ORTHONORMAL;
        return this;
    }",reset this matrix to the identity .,what,// Initializes and returns the identity matrix if not already set.,0.859512985
25,"public static double getScaleFactor(IAtomContainer container, double bondLength) {
        double currentAverageBondLength = getBondLengthMedian(container);
        if (currentAverageBondLength == 0 || Double.isNaN(currentAverageBondLength)) return 1;
        return bondLength / currentAverageBondLength;
    }",determines the scale factor for displaying a structure loaded from disk in a frame .,why,// Calculate the scale factor for a given bond length based on the container's average bond length.,0.8786832094192505
26,"	public void substractResources(Resources resource, int quantity) throws NotEnoughResourcesException {
		Integer totalResources = resources.get(resource);
		if (totalResources == null || totalResources - quantity < 0) {
			throw new NotEnoughResourcesException(resource, this);
		} else {
			totalResources -= quantity;
		}
		resources.put(resource, totalResources);
	}
",method that takes resources from the city,what,"// Reduces the specified quantity of resources, throwing an exception if insufficient resources are available.",0.8550091981887817
27,"public TablePanel remove(Widget widget) {
		for (int i = 0; i < content.length; ++i)
			for (int j = 0; j < content[i].length; ++j)
				if (content[i][j] == widget) content[i][j] = null;
		this.sendElement();
		return this;
	}",removes all elements that are instance of specified element,what,// Removes the specified widget from the table and updates the panel display.,0.8637816905975342
28,"static public boolean isZero(float value,float tolerance){
  return Math.abs(value) <= tolerance;
}
",returns true if the value is zero .,property,// Checks if a given float value is considered zero within a specified tolerance.,0.8712056279182434
29,"public boolean hasItems(){
  return items != null && !items.isEmpty();
}
",indicates whether this dashboard has at least one item .,what,// Checks if the 'items' list is non-null and contains at least one item.,0.8746534585952759
30,"  public int addToQueue(Entry entry, int position) throws IOException, UPNPResponseException {
    ActionMessage message = messageFactory.getMessage(""AddURIToQueue"");
    message.setInputParameter(""InstanceID"", 0);
    message.setInputParameter(""EnqueuedURI"", entry.getRes());
    message.setInputParameter(""EnqueuedURIMetaData"", compileMetadataString(entry));
    message.setInputParameter(""DesiredFirstTrackNumberEnqueued"", position+1);
    message.setInputParameter(""EnqueueAsNext"", true);
    ActionResponse resp = message.service();
    return Integer.parseInt(resp.getOutActionArgumentValue(""FirstTrackNumberEnqueued"")) -1;
  }
",adds the given entry to the end of the queue,how-it-is-done,// Constructs and sends a message to enqueue an entry at the specified position in the queue.,0.8797993659973145
31,"private Tree<Row> findEndIf( Tree<Row> pointer ){
        while( !Type.END_IF.equals( pointer.getContent().getType() ) ){
            pointer = pointer.getNext();
        }
        return pointer;
    }","finds the associate end _ if for an if , else _ if or else pointer",how-it-is-done,// Traverse the tree until the END_IF node is found.,0.8369471430778503
32,"public ASRPDirectory(String path){
  dir=new File(path);
  if (dir.exists()) {
    try {
      initialize(dir.getPath(),dir.getName(),""01"");
    }
 catch (    IOException ioe) {
      Debug.error(ioe.getMessage());
      ioe.printStackTrace();
      return;
    }
  }
 else {
    Debug.error(""ASRPDirectory ("" + path + "") doesn't exist"");
  }
}
",create a new asrp directory for the given path .,why,// Constructs an ASRPDirectory instance by initializing it only if the specified path exists.,0.8615051507949829
33,"public static Rectangle scaleRectangle(Rectangle rect,float scaleFactor){
  return new Rectangle(Math.round(rect.x * scaleFactor),Math.round(rect.y * scaleFactor),Math.round(rect.width * scaleFactor),Math.round(rect.height * scaleFactor));
}
",scales the given rectangle by the given scale factor .,how-it-is-done,// Scales the rectangle's position and dimensions by the given scale factor.,0.9152707457542419
34,"	public void setValid(boolean bValid) {
		if(!bValid) {
			this.m_comboBox.setBorder(BorderFactory.createLineBorder(Color.RED));
			this.m_errorLabel.setIcon(IconManager.getInstance().getIcon(""16-message-error.gif""));
		} else {
			this.m_comboBox.setBorder(BorderFactory.createLineBorder(Color.BLACK));
			this.m_errorLabel.setIcon(IconManager.getInstance().getIcon(""16-message-confirm.gif""));
		}
		this.revalidate();
		this.repaint();
	}
",sets whether this components value is valid,what,// Sets the visual feedback for the validity state of a form element.,0.8342161774635315
35,"@SuppressWarnings(""unchecked"")
    public static <T> T getRandomSelection(List<T> options) {
        return (T) getRandomSelection(options.toArray(new Object[options.size()]));
    }",randomly chooses and returns one of the provided options .,how-it-is-done,// Converts a list of options into an array and selects a random element from it.,0.861299455
36,"public List<QueryStatisticInner> listByQuery(String resourceGroupName, String serverName, String databaseName, String queryId) {
        return listByQueryWithServiceResponseAsync(resourceGroupName, serverName, databaseName, queryId).toBlocking().single().body();
    }",lists a query ' s statistics .,what,// Retrieves a list of query statistics for a specified database and query ID.,0.8584286570549011
37,"    public boolean isLeaf(Object node) {
        try {
            return ((TreeNode) node).isLeaf();
        }
        catch (ClassCastException ex) { // not a TreeNode?
            return getChildCount(node) == 0;
        }
    }
",returns true if the specified node is a leaf node false otherwise,property,// Determines if the given node is a leaf node in the tree structure.,0.8824296593666077
38,"public synchronized void removeListener(final T listener){
  listeners.remove(listener);
}
",unsubscribes the listener for update notifications .,why,// Safely removes a listener from the list to prevent concurrency issues.,0.8432544469833374
39,"protected FactoryDto updateProjectInFactory(final FactoryDto factory,final String repositoryUrl,final String headBranch,final String headCommitId) throws ServerException {
  return updateProjectInFactory(factory,repositoryUrl,headBranch,repositoryUrl,headCommitId);
}
",update project matching given predicate in given factory,how-it-is-done,// Calls recursive method to update a project in the factory using provided repository details.,0.8651445508003235
40,"public void renameThread(String base_name, Thread thread, String addr, String cluster_name) {
        String thread_name=getThreadName(base_name, thread, addr, cluster_name);
        if(thread_name != null)
            thread.setName(thread_name);
    }","names a thread according to base _ name , cluster name and local address .",how-it-is-done,// Sets the thread's name based on a generated name from its parameters if not null.,0.842693567
41,"public boolean orderByColumnsDetermineAllDisplayColumnsForUnion(
            List<ParsedColInfo> orderColumns) {
        Set<AbstractExpression> orderExprs = new HashSet<>();
        for (ParsedColInfo col : orderColumns) {
            orderExprs.add(col.m_expression);
        }

        for (ParsedColInfo col : m_displayColumns) {
            if (! orderExprs.contains(col.m_expression)) {
                return false;
            }
        }

        return true;
    }",this is a very simple version of the above method for when an order by clause appears on a union .,why,// Checks if all displayed columns are included in the specified order columns for a union operation.,0.8743067383766174
42,"protected void loadGrams(DataInputStream input) throws IOException {
    gramSet = new HashSet();
    try {
      while(true) {
        int gramLength=input.readInt();
      
        int[] words = new int[gramLength];
        for (int wi=0;wi<gramLength;wi++) {
          words[wi]=input.readInt();
        }
        gramSet.add(new NGram(words));
      }
    }
    catch(EOFException e) {
      
    }
  }",loads the contents of the specified input stream into this dictionary .,what,// Reads N-grams from an input stream and stores them in a HashSet until the end of the stream.,0.8752313852310181
43,"private ContentElement parseContentElement(SpanManager sm,ContentElementParsingParameters cepp,Span lineSpan,ContentElement result){
  LinkedList<Span> lineSpans=new LinkedList<Span>();
  lineSpans.add(lineSpan);
  return parseContentElement(sm,cepp,lineSpans,result);
}
",building a contentelement from a single line .,what,// Initializes a linked list of spans and parses a content element with the provided parameters.,0.8687371611595154
44,"protected void stopWithErrorMessage(String error,Exception ex){
  stop();
  if (m_log != null) {
    m_log.statusMessage(statusMessagePrefix() + error + "" - see log for details"");
    m_log.logMessage(statusMessagePrefix() + error + (ex != null ? "" "" + ex.getMessage() : """"));
  }
}
",stops the step ( and upstream ones ) and then prints an error message and optional exception message,how-it-is-done,// Stops the process and logs the provided error message along with exception details if available.,0.8771268129348755
45,"public static String fromDoc2String(Document doc) throws IOException {
  KXmlSerializer serializer=new KXmlSerializer();
  ByteArrayOutputStream bos=new ByteArrayOutputStream();
  serializer.setFeature(""http://xmlpull.org/v1/doc/features.html#indent-output"",true);
  serializer.setOutput(bos,XformConstants.DEFAULT_CHARACTER_ENCODING);
  doc.write(serializer);
  serializer.flush();
  return new String(bos.toByteArray(),XformConstants.DEFAULT_CHARACTER_ENCODING);
}
",converts an xml document to a string .,how-it-is-done,// Serializes a Document to a formatted XML string using KXmlSerializer and a ByteArrayOutputStream.,0.8887904286384583
46,"  public void run() {
    while(go) {
      Object[] elems = null;
      synchronized(this) {
	if(queue.isEmpty()) {
	  try{wait();} catch(InterruptedException e) {Util.printStackTrace(e);}
	}
	if(queue.size() == 1) {
	  singleton[0] = queue.removeFirst();
	  elems = singleton;
	}
	else {
	  elems = queue.toArray();
	  queue.clear();
	}
	if(queue.isEmpty() && flushing)
	  notify();
      }
      go = handle(elems);
      handles++;
    }
  }
",the read from queue loop,noisy,"// Continuously processes elements from the queue until instructed to stop, handling both single and multiple items.",0.8577693104743958
47,"private void updateComputeNodeUser(String poolId, String nodeId, String userName, NodeUpdateUserParameter nodeUpdateUserParameter, Iterable<BatchClientBehavior> additionalBehaviors) throws BatchErrorException, IOException {
        ComputeNodeUpdateUserOptions options = new ComputeNodeUpdateUserOptions();
        BehaviorManager bhMgr = new BehaviorManager(this.customBehaviors(), additionalBehaviors);
        bhMgr.applyRequestBehaviors(options);

        this.parentBatchClient.protocolLayer().computeNodes().updateUser(poolId, nodeId, userName, nodeUpdateUserParameter, options);
    }",updates the specified user account on the specified compute node .,what,// Updates the user credentials for a specified compute node in a given pool.,0.8991668820381165
48,"public static boolean isReadable(@NonNull final File file){
  if (!file.isFile()) {
    LogHelper.d(TAG,""isReadable(): Not a File"");
    return false;
  }
  return file.exists() && file.canRead();
}
",checks if file could be read or created,what,// Checks if the specified file exists and is readable.,0.8717619180679321
49,"    public Form getIntervals() {
        if (Intervals == null) {//GEN-END:|61-getter|0|61-preInit
            // write pre-init user code here
            Intervals = new Form(""Interval training"", new Item[] { getMessageBox(), getAnswerSelect(), getEnabledIntervals(), getVolumeInputIntervals() });//GEN-BEGIN:|61-getter|1|61-postInit
            Intervals.addCommand(getBackCommand());
            Intervals.addCommand(getNewCommand());
            Intervals.addCommand(getRepeatCommand());
            Intervals.setCommandListener(this);//GEN-END:|61-getter|1|61-postInit
            // write post-init user code here
        }//GEN-BEGIN:|61-getter|2|
        return Intervals;
    }
",returns an initiliazed instance of intervals component,property,// Lazily initializes and returns the Intervals form with necessary components and commands.,0.8426798582077026
50,"public static <T> List<T> query(Class<T> targetClass, final Uri uri, String[] projection, String selection, String[] selectionArgs, String sortOrder,
            CancellationSignal cancellationSignal) {
        final Cursor cursor = getContentResolver().query(uri, projection, selection, selectionArgs, sortOrder);

        try {
            return toList(targetClass, cursor);
        } finally {
            closeQuietly(cursor);
        }
    }",query by context . getcontentresolver ( ) .,how-it-is-done,"// Query the content resolver, convert the cursor results to a list of the specified type, and ensure the cursor is closed afterwards.",0.8257756233215332
51,"private List<Match<T>> sort(final Map<String,Match<T>> possibleMatches){
  List<String> keys=new ArrayList<>(possibleMatches.keySet());
  Collections.sort(keys,matchComparator);
  List<Match<T>> matches1=new ArrayList<>(possibleMatches.size());
  for (  String key : keys) {
    matches1.add(possibleMatches.get(key));
  }
  return matches1;
}
","sort the matches according to their precedence ( that is , according to the precedence of their keys ) .",noisy,// Sorts the matches by keys and returns a list of sorted Match objects.,0.8560416102409363
52,"	public List getNamespaces() {
		List ns = new LinkedList();
		ns.add(name);
		if (attributes != EmptyStructures.EMPTY_MAP) {
			Iterator it = attributes.values().iterator();
			while (it.hasNext()) {
				ParameterAttribute pa = (ParameterAttribute) it.next();
				ns.add(pa.getName());
			}
		}
		return ns;
	}
",returns the namespaces used by this parameter value,property,// Collects and returns a list of namespace names including the main name and attribute names if present.,0.8532814979553223
53,"private static <E> Counter<Integer> collectCountCounts(Counter<E> counts) {
    Counter<Integer> cc = new ClassicCounter<Integer>(); // counts of counts
    for (Map.Entry<E, Double> entry : counts.entrySet()) {
      //E item = entry.getKey();
      Integer count = (int) Math.round(entry.getValue());
      cc.incrementCount(count);
    }
    return cc;
  }",helper to simplegoodturingsmoothedcounter ( ),noisy,// Generates a counter of the rounded counts from the input counter of items.,0.8242102265357971
54,"protected void submit() {

        if (m_userinfoNoEditGroup.getRows().size() != m_addInfoReadOnly.size()) {
            List<String> currentKeys = getKeyListFromGroup(m_userinfoNoEditGroup);
            for (String key : m_addInfoReadOnly.keySet()) {
                if (!currentKeys.contains(key)) {
                    saveAddInfo(key, null);
                }
            }
        }

        for (I_CmsEditableGroupRow row : m_userinfoGroup.getRows()) {
            String key = ((TextField)(((HorizontalLayout)row.getComponent()).getComponent(0))).getValue();
            String value = ((TextField)(((HorizontalLayout)row.getComponent()).getComponent(1))).getValue();
            saveAddInfo(key, value);
            m_addInfoEditable.remove(key);
        }

        //Remaining items in list seem to be deleted by the user..
        for (String key : m_addInfoEditable.keySet()) {
            saveAddInfo(key, null);
        }
        try {
            m_cms.writeUser(m_user);
        } catch (CmsException e) {
            LOG.error(""Unable to write user."", e);
        }
    }",submit additional info to user .,what,// Submits user information by saving editable fields and handling deletions in the user data.,0.8421207070350647
55,"	protected void addListeners() {
		addWindowListener(
			new WindowAdapter() {
				public void windowClosing(WindowEvent event) {
                    handleWindowClose();
				}
			}
		);
	}
",registers the listeners for this window,why,// Register a listener to handle the window closing event and trigger cleanup logic.,0.8385137915611267
56,"public static File createTempFile(final String ext) {
		try {
			File file;
			file = File.createTempFile(""jk-"", ""."" + ext);
			return file;
		} catch (IOException e) {
			JK.throww(e);
			return null;
		}
	}",creates the temp file .,what,// Creates a temporary file with a specified extension and handles IO exceptions.,0.8748732209205627
57,"public String composeOtpAttribute(OTPUserRecord otpUserRecord) throws PwmUnrecoverableException {
  String value="""";
  if (otpUserRecord != null) {
    final Configuration config=pwmApplication.getConfig();
    final OTPStorageFormat format=config.readSettingAsEnum(PwmSetting.OTP_SECRET_STORAGEFORMAT,OTPStorageFormat.class);
switch (format) {
case PWM:
      value=JsonUtil.serialize(otpUserRecord);
    break;
case OTPURL:
  value=OTPUrlUtil.composeOtpUrl(otpUserRecord);
break;
case BASE32SECRET:
value=otpUserRecord.getSecret();
break;
case PAM:
value=OTPPamUtil.composePamData(otpUserRecord);
break;
default :
String errorStr=String.format(""Unsupported storage format: "",format.toString());
ErrorInformation error=new ErrorInformation(PwmError.ERROR_INVALID_CONFIG,errorStr);
throw new PwmUnrecoverableException(error);
}
}
return value;
}
",compose a single line of otp information .,what,// Composes an OTP attribute based on the storage format specified in the application configuration.,0.8554877042770386
58,"public FoxHttpRequestBuilder addRequestQueryEntry(String name, String value) {
        foxHttpRequest.getRequestQuery().addQueryEntry(name, value);
        return this;
    }",add a new query entry,what,// Adds a query entry with the specified name and value to the HTTP request.,0.9055730700492859
59,"    public void fromAngleAxis(float angle, fVector3 axis) {
        fVector3 normAxis = axis.normalize();
        fromAngleNormalAxis(angle, normAxis);
    }
",fromangleaxis sets this matrix4f to the values specified by an angle and an axis of rotation,how-it-is-done,// Normalizes the provided axis vector and uses it to create a rotation from the given angle.,0.8710129261016846
60,"public String timeAgo(final Date date){
  return timeAgo(date.getTime());
}
",get time ago that date occurred,what,"// Converts a Date object to a human-readable ""time ago"" format.",0.8222458362579346
61,"	public void leave() {
		ChatAdministration.getInstance().removeFileFromList(this);
		
	} 
",removes the file from the filelist,what,// Removes the current instance from the chat file list in the administration.,0.9008249640464783
